2023-06-29 01:46:31, INFO: Current git head hash code: %s
2023-06-29 01:46:31, INFO: Using device: cuda:0
2023-06-29 01:46:31, INFO: Policy: CADRL without occupancy map
2023-06-29 01:46:32, INFO: human number: 5
2023-06-29 01:46:32, INFO: Not randomize human's radius and preferred speed
2023-06-29 01:46:32, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2023-06-29 01:46:32, INFO: Square width: 10.0, circle width: 4.0
2023-06-29 01:46:32, INFO: Current learning rate: 0.010000
2023-06-29 01:47:31, INFO: TRAIN has success rate: 1.00, collision rate: 0.00, nav time: 9.18, total reward: 0.3923
2023-06-29 01:48:07, INFO: Finish imitation learning. Weights saved.
2023-06-29 01:48:07, INFO: Experience set size: 100000/100000
2023-06-29 01:48:07, INFO: Agent is invisible and has holonomic kinematic constraint
2023-06-29 01:48:07, INFO: Current learning rate: 0.001000
2023-06-29 01:55:09, INFO: VAL   in episode 0 has success rate: 0.22, collision rate: 0.03, nav time: 11.76, total reward: 0.0451
2023-06-29 01:55:09, INFO: Frequency of being in danger: 0.03 and average min separate distance in danger: 0.11
2023-06-29 01:55:11, INFO: TRAIN in episode 0 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:12, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1400
2023-06-29 01:55:16, INFO: TRAIN in episode 2 has success rate: 1.00, collision rate: 0.00, nav time: 24.00, total reward: 0.0819
2023-06-29 01:55:19, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0028
2023-06-29 01:55:21, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 18.00, total reward: 0.1466
2023-06-29 01:55:24, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: -0.0049
2023-06-29 01:55:26, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1560
2023-06-29 01:55:28, INFO: TRAIN in episode 7 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0528
2023-06-29 01:55:28, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1371
2023-06-29 01:55:31, INFO: TRAIN in episode 9 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:34, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:38, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:41, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:43, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:46, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:49, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 0.00, nav time: 25.00, total reward: 0.0000
2023-06-29 01:55:51, INFO: TRAIN in episode 16 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1582
